COLUMN,DESCRIPTION,TYPE,LENGTH,DECIML,RANGEVAL,UNITS,CODE,NOTES,TBLNAME,CRFNAME
ST113TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Standard Deviation of RightRostralAnteriorCingulate,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST114CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (Cortical Parcellation) of RightRostralMiddleFrontal,N,5,0,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST114SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Surface Area of RightRostralMiddleFrontal,N,5,0,,mm2,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST114TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Average of RightRostralMiddleFrontal,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST114TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Standard Deviation of RightRostralMiddleFrontal,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST115CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (Cortical Parcellation) of RightSuperiorFrontal,N,5,0,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST115SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Surface Area of RightSuperiorFrontal,N,5,0,,mm2,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST115TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Average of RightSuperiorFrontal,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST115TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Standard Deviation of RightSuperiorFrontal,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST116CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (Cortical Parcellation) of RightSuperiorParietal,N,5,0,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST116SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Surface Area of RightSuperiorParietal,N,5,0,,mm2,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST116TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Average of RightSuperiorParietal,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST116TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Standard Deviation of RightSuperiorParietal,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST117CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (Cortical Parcellation) of RightSuperiorTemporal,N,5,0,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST117SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Surface Area of RightSuperiorTemporal,N,5,0,,mm2,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST117TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Average of RightSuperiorTemporal,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST117TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Standard Deviation of RightSuperiorTemporal,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST118CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (Cortical Parcellation) of RightSupramarginal,N,5,0,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST118SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Surface Area of RightSupramarginal,N,5,0,,mm2,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST118TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Average of RightSupramarginal,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST118TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Standard Deviation of RightSupramarginal,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST119CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (Cortical Parcellation) of RightTemporalPole,N,5,0,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST119SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Surface Area of RightTemporalPole,N,5,0,,mm2,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST119TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Average of RightTemporalPole,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST119TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Standard Deviation of RightTemporalPole,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST11SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (WM Parcellation) of LeftAccumbensArea,N,8,1,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST120SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (WM Parcellation) of RightThalamus,N,8,1,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST121CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (Cortical Parcellation) of RightTransverseTemporal,N,5,0,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST121SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Surface Area of RightTransverseTemporal,N,5,0,,mm2,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST121TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Average of RightTransverseTemporal,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST121TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Standard Deviation of RightTransverseTemporal,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST122SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (WM Parcellation) of RightUndetermined,N,8,1,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST123CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (Cortical Parcellation) of RightUnknown,N,5,0,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST123SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Surface Area of RightUnknown,N,5,0,,mm2,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST123TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Average of RightUnknown,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST123TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Standard Deviation of RightUnknown,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST124SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (WM Parcellation) of RightVentralDC,N,8,1,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST125SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (WM Parcellation) of RightVessel,N,8,1,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST126SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (WM Parcellation) of RightWMHypoIntensities,N,8,1,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST127SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (WM Parcellation) of ThirdVentricle,N,8,1,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST128SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (WM Parcellation) of WMHypoIntensities,N,8,1,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST129CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (Cortical Parcellation) of LeftInsula,N,5,0,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST129SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Surface Area of LeftInsula,N,5,0,,mm2,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST129TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Average of LeftInsula,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST129TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Standard Deviation of LeftInsula,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST12SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (WM Parcellation) of LeftAmygdala,N,8,1,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST130CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (Cortical Parcellation) of RightInsula,N,5,0,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST130SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Surface Area of RightInsula,N,5,0,,mm2,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST130TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Average of RightInsula,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST130TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Standard Deviation of RightInsula,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST13CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (Cortical Parcellation) of LeftBankssts,N,5,0,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST13SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Surface Area of LeftBankssts,N,5,0,,mm2,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST13TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Average of LeftBankssts,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST13TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Standard Deviation of LeftBankssts,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST14CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (Cortical Parcellation) of LeftCaudalAnteriorCingulate,N,5,0,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST14SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Surface Area of LeftCaudalAnteriorCingulate,N,5,0,,mm2,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST14TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Average of LeftCaudalAnteriorCingulate,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST14TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Standard Deviation of LeftCaudalAnteriorCingulate,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST15CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (Cortical Parcellation) of LeftCaudalMiddleFrontal,N,5,0,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST15SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Surface Area of LeftCaudalMiddleFrontal,N,5,0,,mm2,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST15TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Average of LeftCaudalMiddleFrontal,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST15TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Standard Deviation of LeftCaudalMiddleFrontal,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST16SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (WM Parcellation) of LeftCaudate,N,8,1,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST17SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (WM Parcellation) of LeftCerebellumCortex,N,8,1,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST18SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (WM Parcellation) of LeftCerebellumWM,N,8,1,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST19SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (WM Parcellation) of LeftCerebralCortex,N,8,1,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST1SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (WM Parcellation) of Brainstem,N,8,1,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST20SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (WM Parcellation) of LeftCerebralWM,N,8,1,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST21SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (WM Parcellation) of LeftChoroidPlexus,N,8,1,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST22CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (Cortical Parcellation) of LeftCorpusCallosum,N,5,0,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST22SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Surface Area of LeftCorpusCallosum,N,5,0,,mm2,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST22TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Average of LeftCorpusCallosum,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST22TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Standard Deviation of LeftCorpusCallosum,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST23CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (Cortical Parcellation) of LeftCuneus,N,5,0,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST23SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Surface Area of LeftCuneus,N,5,0,,mm2,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST23TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Average of LeftCuneus,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST23TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Standard Deviation of LeftCuneus,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST24CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (Cortical Parcellation) of LeftEntorhinal,N,5,0,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST24SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Surface Area of LeftEntorhinal,N,5,0,,mm2,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST24TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Average of LeftEntorhinal,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST24TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Standard Deviation of LeftEntorhinal,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST25CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (Cortical Parcellation) of LeftFrontalPole,N,5,0,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST25SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Surface Area of LeftFrontalPole,N,5,0,,mm2,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST25TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Average of LeftFrontalPole,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST25TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Standard Deviation of LeftFrontalPole,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST26CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (Cortical Parcellation) of LeftFusiform,N,5,0,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST26SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Surface Area of LeftFusiform,N,5,0,,mm2,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST26TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Average of LeftFusiform,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST26TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Standard Deviation of LeftFusiform,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST27SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Surface Area of LeftHemisphere,N,16,2,,mm2,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST28CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (Cortical Parcellation) of LeftHemisphereWM,N,10,0,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST29SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (WM Parcellation) of LeftHippocampus,N,8,1,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST2SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (WM Parcellation) of CorpusCallosumAnterior,N,8,1,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST30SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (WM Parcellation) of LeftInferiorLateralVentricle,N,8,1,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST31CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (Cortical Parcellation) of LeftInferiorParietal,N,5,0,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST31SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Surface Area of LeftInferiorParietal,N,5,0,,mm2,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST31TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Average of LeftInferiorParietal,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST31TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Standard Deviation of LeftInferiorParietal,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST32CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (Cortical Parcellation) of LeftInferiorTemporal,N,5,0,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST32SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Surface Area of LeftInferiorTemporal,N,5,0,,mm2,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST32TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Average of LeftInferiorTemporal,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST32TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Standard Deviation of LeftInferiorTemporal,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST33SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (WM Parcellation) of LeftInterior,N,8,1,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST34CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (Cortical Parcellation) of LeftIsthmusCingulate,N,5,0,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST34SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Surface Area of LeftIsthmusCingulate,N,5,0,,mm2,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST34TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Average of LeftIsthmusCingulate,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST34TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Standard Deviation of LeftIsthmusCingulate,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST35CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (Cortical Parcellation) of LeftLateralOccipital,N,5,0,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST35SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Surface Area of LeftLateralOccipital,N,5,0,,mm2,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST35TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Average of LeftLateralOccipital,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST35TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Standard Deviation of LeftLateralOccipital,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST36CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (Cortical Parcellation) of LeftLateralOrbitofrontal,N,5,0,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST36SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Surface Area of LeftLateralOrbitofrontal,N,5,0,,mm2,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST36TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Average of LeftLateralOrbitofrontal,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST36TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Standard Deviation of LeftLateralOrbitofrontal,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST37SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (WM Parcellation) of LeftLateralVentricle,N,8,1,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST38CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (Cortical Parcellation) of LeftLingual,N,5,0,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST38SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Surface Area of LeftLingual,N,5,0,,mm2,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST38TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Average of LeftLingual,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST38TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Standard Deviation of LeftLingual,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST39CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (Cortical Parcellation) of LeftMedialOrbitofrontal,N,5,0,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST39SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Surface Area of LeftMedialOrbitofrontal,N,5,0,,mm2,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST39TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Average of LeftMedialOrbitofrontal,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST39TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Cortical Thickness Standard Deviation of LeftMedialOrbitofrontal,N,4,3,,mm,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST3SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (WM Parcellation) of CorpusCallosumCentral,N,8,1,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST40CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Volume (Cortical Parcellation) of LeftMiddleTemporal,N,5,0,,mm3,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
ST40SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,Surface Area of LeftMiddleTemporal,N,5,0,,mm2,,,UCSFFSX,Cross-Sectional FreeSurfer (FreeSurfer Version 4.3)
